ingreso_mensual,gastos_mensuales,antiguedad_laboral_meses,label
4405728,2249519,15,2
4402485,2956036,38,1
3063108,2449652,79,1
2377339,2366441,19,0
3351223,1013628,37,2
4163775,1962439,84,2
426000,160609,78,2
4963186,1874487,11,1
1241311,1311597,69,0
2563145,2688397,18,0
4411337,3967761,30,0
1435186,1168888,55,1
2593258,2537182,13,0
1009878,350152,119,2
2217351,877159,20,2
1214823,672636,94,2
2072688,2002204,100,0
2117935,1435507,119,1
4968586,3492219,51,1
4976140,2405527,105,2
928017,759777,115,1
3739456,3777875,21,0
638029,359601,58,2
538883,428600,7,0
884536,500257,74,2
4841234,4522561,70,0
4727972,3214869,24,1
1292068,738514,96,2
1143693,727433,4,1
1506461,561883,97,2
2771516,2751821,3,0
3020641,3221379,79,0
1419330,967885,9,1
3880465,1851252,30,2
1823945,1517020,87,1
4641804,3072434,34,1
3420924,1716757,61,2
2407215,796178,110,2
4033595,4081045,6,0
4162407,3901788,97,0
1736215,1672331,8,0
1962687,1279420,15,1
4705394,4247109,14,0
1157809,885701,119,1
593892,356228,22,2
2488654,2424431,108,0
4085566,4490061,119,0
3949673,4026399,46,0
4629841,4263869,76,0
2852723,2561763,93,0
860297,705615,47,1
3107969,3054804,19,0
3980620,2764401,52,1
829309,369361,93,2
1194224,1092046,94,0
456537,472792,28,0
3130802,1794206,21,2
4478978,4149266,110,0
3485051,1808665,5,1
4917384,5183318,88,0
689955,584232,6,0
4553805,3440039,101,1
4144714,3829285,109,0
1845511,1754315,36,0
4878222,4946010,9,0
1724514,1760548,58,0
4490802,1536540,36,2
4451443,1773126,50,2
3885225,3733113,80,0
2991964,3162031,25,0
952013,519930,43,2
2847070,873713,94,2
2041263,1139360,77,2
4044198,2451962,39,1
3887394,3532968,80,0
4588818,1551331,92,2
468219,220115,71,2
4121875,4184424,29,0
4716925,1999299,0,1
4030782,3657524,96,0
998895,588397,99,2
773884,642423,84,0
495888,178062,9,1
3292228,1742400,70,2
3296494,2109202,99,1
4939803,4869510,47,0
2230999,1675026,24,1
1926769,647742,71,2
3272355,3080900,99,0
4197800,1442436,6,1
4709160,4932813,72,0
4094371,1921791,77,2
2362700,1631069,72,1
3320605,1188195,78,2
4338977,3251499,76,1
2656805,1853873,16,1
1396759,877442,28,1
1180728,387820,74,2
400726,401988,2,0
3703895,3489474,76,0
911047,734690,80,1
1521660,1153089,29,1
1770231,1515242,72,0
2977747,1236337,64,2
2230603,2333469,31,0
3503500,1848932,56,2
655938,541275,109,0
970120,761937,51,1
2696373,2182151,76,1
1950038,1956203,4,0
1760741,945041,9,1
708329,636900,10,0
4520308,3520022,93,1
3582365,1292690,42,2
959444,605719,27,1
699211,678488,90,0
4884414,2697554,20,2
3533394,2423241,30,1
2320298,1603119,52,1
3627963,2882082,40,1
3879126,3907111,70,0
3987826,1749983,41,2
2598236,1828362,47,1
2377461,1520181,104,1
450729,241923,106,2
4662163,4828539,99,0
3175216,973321,104,2
1334508,530712,68,2
4630176,4105464,78,0
4608687,2353902,67,2
4950247,4349007,94,0
4420660,4269486,66,0
4989808,2513331,13,2
1525556,691924,97,2
4274348,1779157,91,2
4185930,1925825,98,2
1462326,751267,23,2
852813,848549,33,0
4905334,4493304,35,0
1761713,531113,61,2
4406102,4402997,16,0
418985,152112,46,2
496714,409398,22,0
2543008,1071064,32,2
1498088,524062,85,2
3573270,3243874,103,0
3001596,2022363,3,1
756435,589452,68,1
1148090,735102,4,1
2185027,772926,10,1
1253779,1117988,85,0
4044223,3867413,88,0
2313923,770852,98,2
829787,498348,57,1
2627977,1960085,103,1
817856,641319,20,1
993112,757270,30,1
1502205,1283413,16,0
4353827,4673629,96,0
4653218,2849953,27,1
4200786,3130841,19,1
1936755,1664182,75,0
1653254,1279518,9,1
2926116,1783178,5,1
3720525,2973679,13,1
4969515,4075446,0,1
1005225,771988,84,1
626743,290864,67,2
3594037,2533024,25,1
4228239,4259889,28,0
4293204,4271230,97,0
3520932,3171058,60,0
4788473,4107343,84,0
2750622,1162477,54,2
4603548,3073199,29,1
4851936,1886244,116,2
4296924,4098525,68,0
1824889,972364,16,2
1302592,1189908,49,0
2921352,2780143,40,0
2483868,2518634,26,0
4437688,4007517,112,0
860146,646643,106,1
1585604,1234469,24,1
3858275,2146998,42,2
836939,369590,91,2
1875516,758663,25,2
2180915,971857,71,2
3263931,3417863,84,0
1127410,486530,78,2
4358781,3831324,85,0
2458694,1100764,85,2
4618300,4988834,116,0
2552202,1514139,42,2
1665185,1048582,105,1
1052413,656294,3,1
417227,397688,35,0
2847924,1351717,6,1
892921,861508,78,0
2201948,1818032,12,1
3110650,1481367,101,2
1668155,587734,78,2
1206032,1109542,3,0
3963719,1883442,86,2
4755239,4808752,103,0
862026,348110,79,2
1115715,884865,4,1
4816058,4111636,103,0
573807,474058,88,0
4897109,2707239,45,2
421365,421541,39,0
4418876,4047002,58,0
1813696,1284396,104,1
4717509,3692085,30,1
1857948,1399215,12,1
3409809,3605392,104,0
768150,781309,3,0
1514717,739785,109,2
3958925,2019874,37,2
2831955,3073097,61,0
4668658,2284134,16,2
2372256,2521195,108,0
4401137,3608065,90,1
2465195,838382,111,2
4904542,2788633,82,2
4815238,3278808,22,1
1914029,1849860,37,0
4475249,2518976,58,2
4299012,2357848,73,2
1369130,1418707,111,0
3271736,1188384,46,2
734339,544304,84,1
4248869,2988618,115,1
1202911,416048,18,2
725748,268677,104,2
2241008,1357096,50,1
3053842,1243918,88,2
4332618,2956828,35,1
4881516,3842295,40,1
2421666,2065965,3,0
678056,499847,117,1
3845932,2321897,98,1
2999797,1211339,11,1
2460300,1225201,120,2
1822637,1158354,73,1
2711033,2817554,102,0
1957926,904719,8,1
3882255,2448442,47,1
2901911,2570649,80,0
4433500,3831265,13,0
2900302,3110499,59,0
1496007,677274,53,2
4315023,1351533,26,2
2963208,1653051,36,2
1351469,567285,116,2
3268136,2414418,35,1
2045497,2084409,26,0
4284266,3644117,64,0
2485179,1015541,81,2
3741630,1469982,87,2
839467,863945,91,0
2221712,1533176,4,1
4922911,5114601,47,0
4118917,3661611,93,0
1135728,1243257,109,0
1677715,1672652,72,0
1917153,1210432,6,1
3391682,3074838,48,0
3882176,2628165,9,1
3847822,1871803,90,2
2745421,1353008,8,1
4129774,2551613,22,1
2410559,938125,50,2
969851,428881,56,2
2996432,2098962,49,1
4780586,5082423,56,0
4047771,3085005,86,1
3062023,1919268,44,1
3375306,1667942,66,2
4680585,2137722,36,2
2370377,1959651,42,1
1924413,1883347,74,0
4895311,3030612,59,1
4371838,3237465,87,1
1886000,1632110,67,0
2533391,878166,96,2
2309359,1341086,53,2
1085840,959668,59,0
4805969,4073997,80,1
2259837,774397,27,2
4426514,2170120,46,2
1271039,1072713,75,1
2920206,1510134,3,1
510222,485491,52,0
3915414,1267043,72,2
3072204,1389489,116,2
3277712,1720964,105,2
637916,663581,34,0
1370776,1284493,61,0
741922,747350,7,0
1729006,1127975,29,1
3286219,3148361,93,0
3004456,2952763,15,0
3215889,1993740,31,1
2926556,3206245,113,0
1655932,1624455,99,0
1524734,1645612,94,0
1030475,1023465,104,0
4305726,3965414,90,0
3235805,3414017,14,0
1257951,799875,62,1
1215163,1126051,53,0
4415964,2076885,37,2
3816562,3382371,100,0
3433236,3187013,56,0
2271575,1983584,7,0
1605088,1572746,33,0
4905474,3093727,27,1
4067302,2992780,106,1
1788184,551716,78,2
4298798,1791922,67,2
3891087,3172618,61,1
1766571,1324670,78,1
2362143,1081545,91,2
1255386,621130,67,2
910841,523976,113,2
3724705,3252159,117,0
1630555,1284507,119,1
4172273,1483898,80,2
4979800,4521416,112,0
752451,383846,49,2
2575962,2157130,103,1
4089488,1630439,109,2
4029174,4425391,108,0
3895987,1419184,100,2
2005377,1791578,49,0
2487725,1823662,19,1
3136854,1156719,40,2
4880127,1568709,92,2
1906717,1125216,28,2
4646462,4375941,57,0
1639042,545671,68,2
4949743,4274196,72,0
3483213,2871216,112,1
2532153,1297551,79,2
3221596,1166197,94,2
1653643,1706986,70,0
1661200,897513,100,2
922351,358893,32,2
924631,781511,25,0
1999290,946354,111,2
3909135,2660185,83,1
3196667,1087904,81,2
871889,954184,56,0
4320288,2843168,45,1
3166291,3480666,67,0
4819936,2933123,14,1
3482853,2014071,55,2
1205804,1243978,55,0
2579403,1453681,65,2
3383089,2184137,76,1
530018,192125,115,2
468587,498750,78,0
995254,366374,106,2
1557656,1428290,67,0
2375926,1736546,75,1
2642226,922465,8,1
1034927,311889,16,2
3497601,3667035,70,0
3142235,2808337,47,0
1754535,1489862,96,1
462835,301234,65,1
757180,371693,106,2
2201796,1858075,117,1
1108282,871820,18,1
2133370,1879656,47,0
3289640,1949553,80,2
2917292,3178504,37,0
1463409,517472,32,2
1981583,720823,98,2
3224544,3332568,118,0
4359933,3567145,93,1
3864782,2168403,63,2
2945640,2679243,53,0
2066548,1368507,65,1
2079236,658904,56,2
4445320,3649087,60,1
580520,287061,24,2
4944720,1939656,108,2
3456127,1659696,91,2
3533233,2405872,82,1
574790,195363,114,2
3185435,3206210,34,0
2629979,1967052,10,1
886583,473787,99,2
1678441,1426010,120,1
4495446,4240956,69,0
2929947,2317997,7,1
2301716,1063383,94,2
734338,285093,9,1
3684959,3640444,65,0
3633114,1772051,33,2
3224601,1019186,110,2
2747208,2237111,54,1
2395408,1011601,108,2
3129047,3419347,36,0
1473619,1467407,46,0
4729792,3721195,114,1
3108455,3006163,24,0
1831485,1238869,69,1
2468527,2297678,47,0
4106150,3355656,93,1
1143434,369233,16,2
1747044,1850130,52,0
3525737,3486022,84,0
1851250,1967372,49,0
4045508,3580650,7,0
1000086,629703,85,1
3908356,1819685,60,2
714418,317199,1,1
457926,190467,74,2
4531828,2159360,110,2
3074160,2276443,13,1
2018404,1709580,71,1
1469935,810295,87,2
3237675,2392634,8,1
2741410,1570834,3,1
4961350,4252909,56,0
4922794,5369729,95,0
3321113,2826976,19,0
2437204,846257,100,2
2659248,1813044,79,1
3539404,3243191,40,0
867243,636377,62,1
1910420,2026669,116,0
746252,256574,26,2
737459,393010,60,2
1300861,619957,75,2
2632165,2406056,17,0
4009962,2883301,5,1
2633281,1081424,2,1
1943192,1026928,39,2
778824,559295,9,1
2931359,3215417,96,0
1647835,974586,120,2
3228697,1373684,7,1
4895064,3415057,52,1
912046,499937,3,1
1375777,1035648,16,1
2576235,1734755,39,1
4855624,4135010,47,0
3950325,4074494,113,0
4531854,2086518,48,2
1935088,1851771,60,0
4963377,5258264,29,0
873031,522848,0,1
643675,251632,108,2
4335772,4151627,10,0
4665418,4016350,116,0
816693,383984,16,2
921766,604843,73,1
552601,421300,120,0
880735,383898,17,2
1363331,1188730,51,0
4862352,4142268,94,0
3472157,3505841,4,0
3981344,3001210,83,1
3970241,3015201,10,1
2861339,2276224,28,1
4068449,2111633,19,2
3140715,2848266,109,0
1846912,1532936,22,1
2981107,2895598,5,0
2854139,2611163,71,0
4187884,3395778,42,1
4915945,2107533,49,2
2290796,2371702,14,0
3911597,2322588,90,2
858910,920269,72,0
3973424,2469470,44,1
2108518,878726,21,2
581195,585770,71,0
2070932,1938490,93,0
3208957,2981239,37,0
948551,352414,3,1
4650559,4666482,26,0
757293,588508,82,1
4678031,3163680,119,1
3652833,3764380,2,0
1916676,1596271,37,1
2197452,893099,7,1
3807723,2724920,38,1
3166767,2562843,49,1
3489557,3555303,111,0
2190157,1147457,10,1
2643942,2473109,93,0
4953390,4655446,47,0
1384045,556995,97,2
2322138,728656,62,2
1742387,1333148,5,1
3919513,3651352,114,0
3914458,2910574,10,1
1745249,1659170,72,0
774395,617846,105,1
452590,372316,10,0
2366272,763179,66,2
2287553,848404,99,2
4946593,4353119,118,0
2561090,2331295,87,0
1579525,1158964,33,1
4499655,3474328,84,1
2658913,2104510,85,1
3156208,1211962,84,2
840076,700898,103,0
2161415,1475763,10,1
4743429,3709449,13,1
3111725,2335391,77,1
1984709,1806879,114,0
3278069,1818852,56,2
4587891,2747325,115,2
1660357,1018272,113,1
2723537,2478323,108,0
4809977,3101907,109,1
1193022,526910,108,2
3710454,4031159,98,0
3226613,2241546,83,1
3526506,1366163,3,1
2015610,1685494,16,1
1843845,1643474,16,0
3547364,2483788,3,1
1391499,1137085,14,1
2330412,1021046,110,2
1265603,752196,80,2
438202,188192,37,2
4862264,2964951,95,1
2385834,1789949,59,1
4859008,3177945,17,1
1045488,809806,106,1
3101887,2175686,41,1
1324481,734095,84,2
4034341,1673174,35,2
4005034,2011081,60,2
917993,422801,98,2
4595496,3979414,19,0
1295296,1238269,117,0
3219696,2821454,8,0
4933915,4021078,64,1
4459024,2435880,110,2
4800194,4170353,113,0
1975954,1549280,28,1
885648,298919,17,2
1266396,1299435,87,0
2702277,983529,5,1
4048857,2842971,58,1
1090707,774898,96,1
3434765,3330368,67,0
1888457,1945968,23,0
1969530,2071434,58,0
3444822,2603382,111,1
2548197,2148726,74,1
4135353,1533455,87,2
1117225,771257,40,1
4033762,4107521,23,0
695482,462188,31,1
1292648,459763,64,2
3418289,1574166,34,2
4332658,2788523,65,1
1562326,765575,85,2
1905081,1169404,88,1
2870755,1625908,20,2
1373235,762342,90,2
4131319,1540700,81,2
3958729,3983161,1,0
1068342,912540,7,0
2533617,2023614,78,1
3964208,3112599,46,1
1951716,1204602,18,1
3312291,3175336,5,0
630980,658764,19,0
3199968,974371,115,2
1102204,400495,87,2
4220683,3545292,63,1
2035068,994850,113,2
1695148,1744924,74,0
4268089,3559290,87,1
630663,375013,34,2
2224400,1406324,71,1
2102016,1792402,17,0
1710082,705873,49,2
4594070,4624986,4,0
3854271,1170994,26,2
694047,751762,9,0
3687562,1600831,47,2
2825576,2525186,101,0
4543992,1508332,45,2
1839550,1186773,100,1
3041145,2445844,79,1
2703474,962929,61,2
2651980,1736079,28,1
2498085,1355234,111,2
1345896,940236,7,1
3876266,2727578,83,1
2476146,2298322,75,0
4809175,1917916,53,2
1599719,585778,29,2
3540622,2200540,52,1
4727299,4774647,105,0
3451908,3397422,100,0
4407855,3297051,113,1
4206412,4252763,37,0
2056541,1941940,46,0
3160570,1650929,2,1
1118802,487893,113,2
2863419,1548896,40,2
1459941,703245,48,2
3821189,3049978,109,1
2829069,2172496,63,1
2291646,1784619,68,1
1636467,738771,21,2
4994013,4661862,60,0
729868,472152,110,1
600379,407034,67,1
1399384,1535921,31,0
4866933,2559118,4,1
4904496,3017787,40,1
3412668,2870636,69,1
4448491,4467754,5,0
1384224,555662,73,2
4871394,4325976,63,0
1056810,1093402,94,0
865176,552276,3,1
916173,485005,94,2
3036388,2557215,63,1
3992482,1983700,44,2
2086669,1267509,116,1
4898322,4984193,19,0
2398333,1852151,65,1
1092063,410596,39,2
2543447,1433889,63,2
3523571,2825242,66,1
4228239,2897181,11,1
2510334,2079238,79,1
3130591,2846187,76,0
1629786,1115575,92,1
3371216,3673147,11,0
4935471,5092118,36,0
625646,217679,78,2
4478041,2297884,16,2
2986500,1614008,81,2
1559654,697839,7,1
4792493,2634017,40,2
2623430,1678619,102,1
1925775,657153,93,2
1234889,496228,77,2
1524480,574724,104,2
4231106,1426109,85,2
3226286,2210644,62,1
4600930,2608923,118,2
1467055,1537998,83,0
957237,365864,72,2
428003,445477,49,0
2736165,1010292,108,2
4992212,3970675,35,1
3596840,1791889,1,1
1818615,1748498,24,0
4433549,1548106,13,2
3995922,4243696,38,0
470910,159076,99,2
4157558,2049221,78,2
1782423,1196626,20,1
1088498,984923,95,0
1441122,1528872,61,0
2555467,1641719,62,1
2354392,2132722,43,0
1728882,1524407,104,0
1192204,902421,38,1
3906262,3331007,11,0
4954505,1637233,36,2
3977841,2598572,86,1
1761310,1635708,79,0
1526121,1036812,23,1
1401263,1399587,13,0
1028797,994755,79,0
2936121,2908981,81,0
3184842,1286668,44,2
3645312,1805570,101,2
3528982,1142253,117,2
1744733,1895200,25,0
1919431,938430,69,2
3534967,2098620,1,1
2007459,1043761,86,2
1378067,457291,50,2
2121946,1080084,23,2
1651587,625219,90,2
806239,496181,97,1
4218639,4528537,13,0
4324312,3712897,5,0
1410851,1221121,40,0
697952,462422,75,1
3798606,3605041,95,0
1373032,1409592,66,0
2209803,2362810,70,0
695022,263547,96,2
1440840,1446193,63,0
4047350,1942997,73,2
4100224,2533174,62,1
1352590,779608,106,2
1945204,1634173,28,1
1017497,791958,32,1
741194,287053,15,2
4963990,4597936,98,0
3415732,2226088,49,1
2893644,873237,42,2
3921293,2476699,118,1
4264355,3040763,111,1
4110888,1459775,117,2
476081,200387,17,2
1259316,1378772,107,0
3412564,3402178,39,0
2128493,865577,2,1
4919420,3759655,47,1
3460862,2088266,61,1
4800125,3528055,13,1
1326654,897386,65,1
4374202,1480751,98,2
1878221,1037409,45,2
4951998,1982862,42,2
1125368,777826,41,1
2775163,2846911,111,0
4047085,4437330,6,0
2390155,2522576,53,0
2553187,2779291,32,0
4937237,1541391,107,2
2356417,2082031,12,0
3178732,1647724,49,2
650882,645997,49,0
4274166,4064676,107,0
3381573,2160621,26,1
2258492,1532632,77,1
474380,242917,16,2
3121677,1657745,114,2
458226,497148,71,0
405537,410031,75,0
3234053,1466628,52,2
1269479,660662,41,2
1282683,496294,26,2
3405049,3715238,72,0
647007,663679,115,0
1841666,1365924,43,1
1087387,928970,106,0
3068811,2756890,18,0
3444120,1594796,112,2
3717225,3894659,42,0
1574064,1135520,46,1
810549,303114,56,2
761945,470627,86,1
2360297,1844141,86,1
4750884,2766243,58,2
1401554,1204444,63,0
1581011,1589928,4,0
864088,792813,37,0
3185623,2593500,42,1
3527415,2503498,67,1
3357484,1690731,67,2
4361199,2895648,85,1
2637559,1409412,86,2
1018502,1066595,28,0
1731264,1776015,92,0
3447178,1463882,2,1
3220361,3085416,86,0
2842614,2451277,12,0
3541636,3825567,88,0
3331998,2234589,63,1
4454094,3909535,52,0
3095675,2211263,83,1
3981566,1415528,4,1
1544053,520982,27,2
3519640,1399723,74,2
4550093,2443185,102,2
2174369,1103037,46,2
3983879,3516416,31,0
3734031,3258831,62,0
673821,725783,75,0
3074938,1686028,50,2
998871,1049575,105,0
4849668,3832598,63,1
4132475,2877223,4,1
904729,754791,27,0
960059,827767,54,0
3134580,1371514,84,2
1986490,1790567,26,0
560567,493376,117,0
2891551,3174998,38,0
2184087,2248645,64,0
864952,733244,2,0
4088834,3556840,106,0
4609353,4871111,95,0
3880332,4166478,23,0
4183143,4022393,112,0
1395857,1275694,38,0
1612436,627387,83,2
1359227,1310645,98,0
3919292,1969666,89,2
4760419,3575205,110,1
3697451,2308311,104,1
4454747,2568099,119,2
3338016,1829900,22,2
2183236,2149050,37,0
2358503,2158759,76,0
746479,536538,88,1
544703,452967,64,0
3599188,3914557,9,0
2416773,1493634,101,1
2940189,2178329,115,1
2965242,2155194,49,1
1675929,1757677,27,0
2589106,1504917,2,1
2565497,2793836,28,0
2186765,1189071,84,2
4175107,1616291,109,2
2475354,1121580,11,1
3176765,2036233,66,1
4519393,3705020,83,1
4384675,3128291,33,1
4495942,2702163,68,1
1642023,1230904,86,1
560919,544678,101,0
1600907,1554713,54,0
1682054,1481860,90,0
4583058,4867018,36,0
3386517,2614945,26,1
775838,237504,22,2
1022742,544859,43,2
1116110,627899,4,1
3299940,2434897,34,1
3782905,3873360,78,0
4354362,4225873,78,0
4726928,2296050,9,1
1327841,950086,34,1
1824953,1509818,68,1
1505485,1640993,38,0
2050303,666435,50,2
4607459,3092075,86,1
3045518,3321097,1,0
3795683,4106035,33,0
2654548,1498708,17,2
532746,159831,15,2
695299,534955,115,1
2874446,2855909,45,0
3706430,2073517,63,2
1390520,1456453,88,0
3720784,2106566,6,1
4129063,3254366,29,1
2294728,2013938,100,0
3833528,2209387,103,2
2258538,1313939,45,2
3520413,2379785,45,1
3914386,3789826,91,0
4962862,1889266,35,2
1988825,1601369,14,1
2290788,1928564,31,1
1161852,867088,46,1
1338736,1403893,6,0
3589617,2805618,57,1
4618410,3730111,89,1
2215183,1727417,62,1
1227284,1077083,9,0
1711458,698835,53,2
2493238,2531686,85,0
1736992,580144,7,1
1474464,1198142,7,1
3785529,2999595,44,1
436087,203433,23,2
2880460,957951,112,2
4051327,1665372,70,2
1624650,840493,34,2
3175141,3193190,85,0
3476940,3423352,45,0
3413114,1198291,16,2
2450908,1302448,28,2
1994259,2017099,77,0
4245251,2077317,6,1
3888851,4265184,33,0
1877774,949162,25,2
873888,778888,24,0
730315,462762,82,1
833669,340967,99,2
3081199,1553305,86,2
637646,535683,77,0
1949864,1110730,110,2
3864719,3027244,7,1
1754002,814602,20,2
3911217,2576963,50,1
3829148,2717917,45,1
1530805,964756,50,1
3752582,1719938,25,2
3839773,2569740,18,1
2228288,1903672,61,0
1367934,1466322,111,0
2797846,2606521,47,0
4638429,1990704,5,1
3342237,1731818,85,2
1195443,434017,35,2
3540682,1446438,29,2
2365134,1183859,39,2
3121032,1434495,87,2
3776695,1778519,98,2
2768758,1341785,71,2
4144326,2240186,39,2
3721916,1490511,37,2
3229337,1686580,15,2
1093647,930398,112,0
4245366,2076497,77,2
4705166,2058372,3,1
1030040,364795,79,2
2645909,1852076,54,1
1590888,1548867,117,0
3870807,1343996,98,2
3719496,2729593,21,1
1048072,859938,86,1
4434325,3432032,58,1
1232476,1235063,22,0
4067392,4039393,84,0
2502110,865345,66,2
1910053,1124553,4,1
1127901,943674,78,1
1171026,1243577,76,0
3444697,3250925,17,0
2931980,1293799,42,2
961593,503266,70,2
918410,836557,17,0
732629,496121,102,1
3821330,2819537,3,1
3674658,2892631,12,1
668783,255898,14,2
2977242,2931898,63,0
789510,782016,74,0
4557231,3074269,48,1
4572740,3664942,35,1
3611872,2990353,97,1
4660469,2105498,8,1
4132684,1612027,34,2
4211277,1333031,5,1
3020656,3112198,2,0
1807872,1042366,42,2
1401876,516822,23,2
1905120,1281460,32,1
3291079,1186434,99,2
1194220,439713,20,2
1589745,1098686,94,1
2553080,1805205,81,1
1472030,1124800,39,1
3107761,2564056,66,1
4646610,3878125,53,1
3841211,2482949,15,1
3465562,2823832,109,1
3080519,1675161,68,2
2644560,1727021,106,1
1258194,773363,99,1
4515668,2543622,10,1
1543266,757522,25,2
820021,297477,17,2
3850070,2713253,100,1
1207831,881512,103,1
2110722,1200840,63,2
530111,572877,13,0
1030513,768318,16,1
1196737,1210150,98,0
650287,491661,112,1
3420622,1545891,24,2
4250236,4588971,1,0
2117251,2134756,40,0
4423052,2994490,4,1
1381394,683025,99,2
1896796,906926,59,2
1093390,1033053,77,0
3254572,1156333,49,2
2331400,1889479,41,1
3221103,2615884,27,1
3903705,1740910,92,2
2910234,2514238,83,0
3287100,2841122,43,0
4702151,2727364,39,2
1775696,1219372,0,1
2052154,1982814,8,0
3701435,2659565,75,1
3212005,2552021,62,1
1221251,769652,52,1
2130278,894033,99,2
2552055,2803313,60,0
2329193,1689199,46,1
1220064,694408,19,2
4652378,4052361,98,0
3906666,3112275,69,1
2614237,1271373,11,1
3528281,3533716,78,0
4527500,1615061,51,2
1026401,805272,97,1
1551716,1058753,110,1
2896426,1606238,72,2
4075448,3916930,88,0
566773,467600,7,0
4926483,4471274,67,0
2492570,1574624,91,1
2052463,2163129,60,0
1746532,1005616,71,2
1202041,871282,108,1
4041240,4230855,24,0
4794905,1757578,12,1
2302766,891282,83,2
4781135,5237017,99,0
4189469,4512531,102,0
2612835,2396914,77,0
3500520,2406085,100,1
2400927,1692290,84,1
2970128,1502202,10,1
667013,431014,91,1
3602812,2324100,22,1
642993,211463,28,2
4158591,2755177,47,1
4194756,2868523,38,1
1490556,1241076,39,1
1888849,1347056,20,1
2614028,2586179,35,0
3144649,1868077,2,1
1721827,1080918,57,1
3125437,2366538,92,1
1769821,817972,103,2
655257,402851,98,1
411627,349444,50,0
865295,544657,88,1
4044353,4146648,35,0
4822584,3820646,7,1
2364045,1000024,81,2
2758346,1903136,78,1
1075502,980667,96,0
2934744,2390866,74,1
1065413,1074161,19,0
3211586,2890383,102,0
4692990,1639219,75,2
1300213,507096,97,2
3916993,3211147,93,1
508111,249344,36,2
2127287,1638581,9,1
909443,849214,21,0
2021387,1539378,11,1
1198270,757775,29,1
2117203,1729789,55,1
2320605,962809,109,2
1782719,1566237,105,0
3420461,2933456,86,0
4626719,3292016,3,1
2242739,1173066,41,2
1284779,1205188,82,0
1645325,1165614,15,1
4328404,1503434,96,2
3029543,3135244,110,0
2493051,2279080,42,0
1088329,835667,85,1
2468746,1603353,18,1
1681063,1795241,83,0
4738550,4359544,3,0
4466723,3251749,18,1
785952,646463,85,0
2776606,1456608,85,2
1435268,655304,77,2
2289575,1187501,57,2
4433501,2369746,81,2
2826567,2520706,93,0
1937390,798299,116,2
1356286,1250591,107,0
4081494,2933436,95,1
3272783,1988734,83,1
2553101,1379484,69,2
1400428,995089,14,1
1937533,1073422,20,2
4815280,3098929,98,1
2792414,2488633,96,0
2243217,1796365,74,1
2798541,2514170,53,0
3983347,3467021,3,0
1964501,1870319,39,0
1222048,563794,50,2
3090706,3387718,58,0
3459939,2354891,112,1
3678503,3217168,13,0
4457143,3753806,62,1
2107401,1586704,44,1
746633,818797,119,0
4808403,2278475,103,2
2401055,1530392,53,1
3266985,1313930,120,2
3465004,1543550,62,2
2913963,2536230,20,0
1344185,408463,67,2
3873658,3919586,27,0
4097259,3304634,76,1
2943688,1921416,112,1
2647381,1496006,94,2
924116,370588,33,2
786178,815463,36,0
1961998,1706660,8,0
1829892,1041418,34,2
4786820,1707693,11,1
4004665,2244800,60,2
3435652,1538167,85,2
2781181,2583769,90,0
1169891,1024449,7,0
4900901,3423419,41,1
2125187,2143619,35,0
891858,396471,13,2
2671475,1767374,43,1
4420391,3839093,36,0
4481539,1587549,76,2
450443,269429,106,2
4476960,3390545,55,1
1648827,978485,90,2
579273,396315,18,1
4299835,3381798,107,1
4373787,2601146,18,2
3142663,1209333,23,2
3042395,1252115,13,2
4140353,2987692,37,1
4017024,1766655,66,2
4494485,4547821,119,0
2942638,2846557,95,0
4851177,2809926,46,2
4982275,4806848,69,0
936105,680127,75,1
4307901,1840511,99,2
2699182,2136051,88,1
2182805,1841329,68,1
3220133,1182153,80,2
657442,362620,90,2
2729721,830674,16,2
4406097,2437202,24,2
1381923,785425,83,2
2361394,1898955,102,1
4721612,2168328,49,2
2371394,768504,118,2
2048491,1131807,26,2
2426469,2330612,50,0
2789483,1727572,45,1
3307160,2090373,112,1
4083187,2757058,34,1
2479670,2235252,56,0
4160412,2845805,22,1
2855115,1065033,63,2
1957010,910244,103,2
3426574,1543048,36,2
3701522,2614351,97,1
2967025,961149,109,2
660429,347976,9,1
1181461,928340,91,1
1712370,999545,31,2
1700078,1472556,21,0
3497736,2144032,72,1
484404,524806,85,0
3876136,4156323,47,0
1620575,1523134,5,0
1826100,1942081,109,0
2828385,1311869,88,2
1393258,1254961,33,0
4468568,2490453,60,2
792696,697759,3,0
2444159,1464332,41,2
4307342,2289510,63,2
3232882,3449602,62,0
1744716,816367,25,2
2335497,2117957,93,0
3650794,3065710,36,1
4876999,2647148,70,2
4508438,3005660,33,1
1975191,818429,51,2
4991710,5176238,25,0
416121,447121,76,0
527097,466992,51,0
4189666,4103930,2,0
1317528,482339,3,1
679539,412599,57,1
1490881,841824,22,2
2360061,1774674,70,1
3760605,1679803,49,2
3271943,2456264,79,1
1493058,1229521,114,1
2715044,1101989,63,2
4660585,1889292,94,2
4149036,1362289,90,2
1886673,1714446,111,0
4918417,2777956,26,2
3659654,1757865,99,2
687267,633987,109,0
561739,232900,47,2
1174677,753845,38,1
3748137,3357691,114,0
1245199,945188,75,1
2752839,2045910,46,1
828997,353128,95,2
4636076,2061877,37,2
1982219,1518473,21,1
4577407,1459522,65,2
4746428,4724093,68,0
428192,248513,99,2
2535022,1605412,55,1
